onet_code,technology,trendy,demand
33-9021.00,Microsoft Excel,Y,Y
33-9021.00,Microsoft Office software,Y,Y
33-9021.00,Microsoft Outlook,Y,N
33-9021.00,Microsoft PowerPoint,Y,N
33-9021.00,Microsoft Windows,Y,N
33-9021.00,Microsoft Word,Y,Y
33-9021.00,Operating system software,N,N
33-9021.00,Web browser software,N,N
33-9021.00,Word processing software,N,N
33-9031.00,FileMaker Pro,N,N
33-9031.00,iView Systems,N,N
33-9031.00,Microsoft Excel,Y,N
33-9031.00,Microsoft Office software,Y,Y
33-9031.00,Microsoft Outlook,Y,N
33-9031.00,Microsoft Paint,N,N
33-9031.00,Microsoft PowerPoint,Y,N
33-9031.00,Microsoft Word,Y,N
33-9032.00,Corel WordPerfect Office Suite,N,N
33-9032.00,FaceTime,N,N
33-9032.00,IBM Lotus 1-2-3,N,N
33-9032.00,McAfee,N,N
33-9032.00,Microsoft Excel,Y,N
33-9032.00,Microsoft Office software,Y,N
33-9032.00,Microsoft Outlook,Y,N
33-9032.00,Microsoft SharePoint,Y,N
33-9032.00,Microsoft Word,Y,N
33-9032.00,NortonLifeLock cybersecurity software,N,N
33-9032.00,Wireshark,N,N
33-9091.00,Microsoft Word,Y,N
33-9091.00,Payroll software,N,N
33-9091.00,Visual Computer Solutions Crossing Guard Scheduling,N,N
33-9092.00,GroupMe,N,N
33-9092.00,Microsoft Excel,Y,N
33-9092.00,Microsoft Outlook,Y,N
33-9092.00,Microsoft PowerPoint,Y,N
33-9092.00,Microsoft Publisher,N,N
33-9092.00,Microsoft Word,Y,N
33-9093.00,Applicant tracking software,N,N
33-9093.00,Email software,N,N
33-9093.00,Linux,Y,N
33-9093.00,Microsoft Excel,Y,N
33-9093.00,Microsoft Office software,Y,N
33-9093.00,Microsoft Outlook,Y,N
33-9093.00,Microsoft Word,Y,N
33-9093.00,Oracle Java,Y,N
33-9093.00,Oracle Taleo,N,N
33-9093.00,Rapiscan Threat Image Projection,N,N
33-9093.00,Slack,Y,N
33-9093.00,Web browser software,N,N
33-9094.00,Microsoft Windows,Y,N
33-9094.00,Web browser software,N,N
33-9099.02,Aspect Loss Prevention Aspect EliteLP,N,N
33-9099.02,Case management system software,N,N
33-9099.02,Database software,N,N
33-9099.02,Enterprise application integration EAI software,N,N
33-9099.02,Epicor Loss Prevention,N,N
33-9099.02,McAfee,N,N
33-9099.02,Microsoft Access,Y,N
33-9099.02,Microsoft Excel,Y,Y
33-9099.02,Microsoft Office software,Y,N
33-9099.02,Microsoft Outlook,Y,N
33-9099.02,Microsoft PowerPoint,Y,N
33-9099.02,Microsoft Windows,Y,N
33-9099.02,Microsoft Word,Y,N
33-9099.02,NortonLifeLock cybersecurity software,N,N
33-9099.02,Structured query language SQL,Y,N
35-1011.00,ADP eTIME,N,N
35-1011.00,Axxya Systems Nutritionist Pro,N,N
35-1011.00,Barrington Software CookenPro Commercial,N,N
35-1011.00,CostGuard,N,N
35-1011.00,Culinary Software Services ChefTec,N,N
35-1011.00,Delphi Technology,N,N
35-1011.00,EGS CALCMENU,N,N
35-1011.00,Email software,N,N
35-1011.00,Enggist & Grandjean EGS F&B Control,N,N
35-1011.00,Facebook,Y,N
35-1011.00,GNOME Gnutrition,N,N
35-1011.00,Google Sheets,Y,N
35-1011.00,GroupMe,N,N
35-1011.00,Internet browser software,N,N
35-1011.00,"IPro Restaurant Inventory, Recipe & Menu Software",N,N
35-1011.00,Menu planning software,N,N
35-1011.00,Microsoft Excel,Y,Y
35-1011.00,Microsoft Office software,Y,Y
35-1011.00,Microsoft Outlook,Y,Y
35-1011.00,Microsoft PowerPoint,Y,N
35-1011.00,Microsoft Word,Y,Y
35-1011.00,Nutrition analysis software,N,N
35-1011.00,ReServe Interactive,N,N
35-1011.00,Sage MAS 90 ERP,N,N
35-1011.00,SoftCafe MenuPro,N,N
35-1012.00,ADP Workforce Now,N,N
35-1012.00,CaterPro,N,N
35-1012.00,CBORD Foodservice Suite,N,N
35-1012.00,CBORD Group Menu Management System,N,N
35-1012.00,Compeat Restaurant Accounting Systems,N,N
35-1012.00,Compris Advanced Manager's Workstation,N,N
35-1012.00,Compris software,N,N
35-1012.00,CostGuard,N,N
35-1012.00,Delphi Technology,N,N
35-1012.00,Evernote,N,N
35-1012.00,IBM Domino,N,N
35-1012.00,Intuit QuickBooks Point of Sale,N,N
35-1012.00,Inventory management software,N,N
35-1012.00,MICROS Systems HSI Profits Series,N,N
35-1012.00,Microsoft Dynamics,N,N
35-1012.00,Microsoft Excel,Y,N
35-1012.00,Microsoft Office software,Y,N
35-1012.00,Microsoft Outlook,Y,N
35-1012.00,Microsoft PowerPoint,Y,N
35-1012.00,Microsoft Project,Y,N
35-1012.00,Microsoft Publisher,N,N
35-1012.00,Microsoft Word,Y,N
35-1012.00,NCR Advanced Checkout Solution,N,N
35-1012.00,NCR NeighborhoodPOS,N,N
35-1012.00,Ordering and purchasing software,N,N
35-1012.00,ParTech PixelPoint POS,N,N
35-1012.00,Point of sale POS software,N,N
35-1012.00,Quizlet,N,N
35-1012.00,Regnow Chrysanth Inventory Manager,N,N
35-1012.00,Restaurant Operations & Management Spreadsheet Library,N,N
35-1012.00,Sage 50 Accounting,N,N
35-1012.00,SoftCafe ScheduleWriter,N,N
35-1012.00,Spreadsheet software,N,N
35-1012.00,Staff scheduling software,N,N
35-1012.00,The General Store,N,N
35-2011.00,Aldelo Systems Aldelo for Restaurants Pro,N,N
35-2011.00,Foodman Home-Delivery,N,N
35-2011.00,Microsoft Excel,Y,N
35-2011.00,Microsoft Outlook,Y,N
35-2011.00,Microsoft Word,Y,N
35-2011.00,Plexis Software Plexis POS,N,N
35-2011.00,Point of sale POS software,N,N
35-2011.00,RestaurantPlus PRO,N,N
35-2012.00,GNOME Gnutrition,N,N
35-2012.00,IBM Lotus 1-2-3,N,N
35-2012.00,Meals Plus,N,N
35-2012.00,Microsoft Excel,Y,N
35-2012.00,Microsoft Word,Y,N
35-2012.00,PCS Revenue Control Systems FASTRAK School Meal Software,N,N
35-2012.00,Point of sale POS software,N,N
35-2012.00,Spreadsheet software,N,N
35-2012.00,Word processing software,N,N
35-2013.00,APPCA Personal Chef Office,N,N
35-2013.00,Cooking e-books,N,N
35-2013.00,Cost tracking software,N,N
35-2013.00,Email software,N,N
35-2013.00,Food inventory software,N,N
35-2013.00,Intuit QuickBooks,Y,N
35-2013.00,Web browser software,N,N
35-2013.00,WordPress,Y,N
35-2013.00,Work scheduling software,N,N
35-2013.00,YouTube,N,N
35-2014.00,Facebook,Y,N
35-2014.00,Food safety labeling systems,N,N
35-2014.00,Inventory management software,N,N
35-2014.00,Menu planning software,N,N
35-2014.00,Microsoft Excel,Y,N
35-2014.00,Microsoft Office software,Y,N
35-2014.00,Microsoft Outlook,Y,N
35-2014.00,Microsoft Word,Y,N
35-2014.00,Point of sale POS restaurant software,N,N
35-2014.00,Recipe cost control software,N,N
35-2015.00,Aldelo Systems Aldelo for Restaurants Pro,N,N
35-2015.00,Foodman Home-Delivery,N,N
35-2015.00,Inventory control software,N,N
35-2015.00,Plexis Software Plexis POS,N,N
35-2015.00,Point of sale POS software,N,N
35-2015.00,RestaurantPlus PRO,N,N
35-2021.00,Barrington Software CookenPro Commercial,N,N
35-2021.00,CBORD Foodservice Suite,N,N
35-2021.00,CBORD NetRecipe,N,N
35-2021.00,Culinary Software Services ChefTec,N,N
35-2021.00,EGS CALCMENU,N,N
35-2021.00,iPro,N,N
35-2021.00,Master Cook Deluxe Professional Cook,N,N
35-2021.00,Mealmaster Cookbook Wizard,N,N
35-2021.00,MicroBlast Recipe Wizard for Windows,N,N
35-2021.00,Microsoft Excel,Y,N
35-2021.00,Microsoft Office software,Y,N
35-2021.00,Quizlet,N,N
35-2021.00,Recipe software,N,N
35-2021.00,ValuSoft MasterCook,N,N
35-2021.00,YouTube,N,N
35-3011.00,AZZ CardFile,N,N
35-3011.00,Compris software,N,N
35-3011.00,Facebook,Y,N
35-3011.00,Focus point of sale POS software,N,N
35-3011.00,Intuit QuickBooks Point of Sale,N,N
35-3011.00,MICROS Systems HSI Profits Series,N,N
35-3011.00,Microsoft Outlook,Y,N
35-3011.00,NCR Advanced Checkout Solution,N,N
35-3011.00,NCR NeighborhoodPOS,N,N
35-3011.00,Point of sale POS software,N,N
35-3011.00,The General Store,N,N
35-3011.00,Web browser software,N,N
35-3023.00,Aldelo Systems Aldelo for Restaurants Pro,N,N
35-3023.00,Compris software,N,N
35-3023.00,Facebook,Y,N
35-3023.00,Foodman Home-Delivery,N,N
35-3023.00,Intuit QuickBooks Point of Sale,N,N
35-3023.00,Menu and nutrition database software,N,N
35-3023.00,MICROS Systems HSI Profits Series,N,N
35-3023.00,Microsoft Excel,Y,N
35-3023.00,Microsoft Office software,Y,N
35-3023.00,Microsoft Windows,Y,N
35-3023.00,NCR Advanced Checkout Solution,N,N
35-3023.00,NCR NeighborhoodPOS,N,N
35-3023.00,Plexis Software Plexis POS,N,N
35-3023.00,Point of sale POS software,N,N
35-3023.00,Quizlet,N,N
35-3023.00,RestaurantPlus PRO,N,N
35-3023.00,The General Store,N,N
35-3023.01,Accounting software,N,N
35-3023.01,Microsoft Excel,Y,N
35-3023.01,Microsoft Office software,Y,N
35-3023.01,Microsoft Word,Y,N
35-3023.01,Point of sale POS software,N,N
35-3031.00,Blink,N,N
35-3031.00,Compris Advanced Manager's Workstation,N,N
35-3031.00,Compris software,N,N
35-3031.00,Facebook,Y,N
35-3031.00,Hospitality Control Solutions Aloha Point-of-Sale,N,N
35-3031.00,Intuit QuickBooks Point of Sale,N,N
35-3031.00,MICROS Systems HSI Profits Series,N,N
35-3031.00,NCR Advanced Checkout Solution,N,N
35-3031.00,NCR NeighborhoodPOS,N,N
35-3031.00,Point of sale POS software,N,N
35-3031.00,The General Store,N,N
35-3041.00,Capital Codeworks MenuMax,N,N
35-3041.00,CBORD Nutrition Service Suite,N,N
35-3041.00,Facebook,Y,N
35-3041.00,Microsoft Office software,Y,N
35-3041.00,Microsoft Outlook,Y,N
35-3041.00,Microsoft Windows,Y,N
35-3041.00,Picis CareSuite,N,N
35-3041.00,Point of sale POS software,N,N
35-9011.00,Cafe Cartel Systems,N,N
35-9011.00,Facebook,Y,N
35-9011.00,Microsoft Excel,Y,N
35-9011.00,Microsoft Windows,Y,N
35-9011.00,Plexis Software Plexis POS,N,N
35-9011.00,RestaurantPlus PRO,N,N
35-9021.00,Facebook,Y,N
35-9021.00,Microsoft Windows,Y,N
35-9031.00,Avenista Table Reservations,N,N
35-9031.00,Facebook,Y,N
35-9031.00,GuestBridge Reserve,N,N
35-9031.00,Hospitality Control Solutions Aloha Point-of-Sale,N,N
35-9031.00,iMagic Restaurant Reservation,N,N
35-9031.00,Microsoft Excel,Y,N
35-9031.00,Microsoft Office software,Y,N
35-9031.00,Microsoft Windows,Y,N
35-9031.00,OpenTable,N,N
35-9031.00,Point of sale POS software,N,N
35-9031.00,Reservation software,N,N
37-1011.00,Computerized bed control system software,N,N
37-1011.00,Computerized maintenance management system CMMS,N,N
37-1011.00,Email software,N,N
37-1011.00,Facebook,Y,N
37-1011.00,Facility use software,N,N
37-1011.00,Help desk software,N,N
37-1011.00,Inventory tracking software,N,N
37-1011.00,Microsoft Access,Y,N
37-1011.00,Microsoft Excel,Y,Y
37-1011.00,Microsoft Office software,Y,Y
37-1011.00,Microsoft Outlook,Y,Y
37-1011.00,Microsoft PowerPoint,Y,Y
37-1011.00,Microsoft Project,Y,N
37-1011.00,Microsoft Word,Y,N
37-1011.00,Operating system software,N,N
37-1011.00,SAP software,Y,N
37-1011.00,Word processing software,N,N
37-1012.00,Facebook,Y,N
37-1012.00,Inventory management software,N,N
37-1012.00,Microsoft Excel,Y,N
37-1012.00,Microsoft Office software,Y,N
37-1012.00,Microsoft Outlook,Y,N
37-1012.00,Microsoft PowerPoint,Y,N
37-1012.00,Microsoft Word,Y,N
37-1012.00,Payroll software,N,N
37-1012.00,Work order software,N,N
37-2011.00,Eko,N,N
37-2011.00,Microsoft Excel,Y,N
37-2011.00,Microsoft Office software,Y,N
37-2011.00,Microsoft Outlook,Y,N
37-2011.00,Microsoft Word,Y,N
37-2011.00,Operating system software,N,N
37-2011.00,Squeegee,N,N
37-2012.00,Blink,N,N
37-2012.00,Computerized bed control system software,N,N
37-2012.00,Computerized maintenance management system CMMS,N,N
37-2012.00,Eko,N,N
37-2012.00,Email software,N,N
37-2012.00,Facebook,Y,N
37-2012.00,Inventory tracking software,N,N
37-2012.00,Microsoft Excel,Y,N
37-2012.00,Microsoft Windows,Y,N
37-2021.00,Database software,N,N
37-2021.00,Email software,N,N
37-2021.00,Intuit QuickBooks,Y,N
37-2021.00,Marathon Data Systems PestPac,N,N
37-2021.00,Microsoft Excel,Y,N
37-2021.00,Microsoft Office software,Y,N
37-2021.00,Microsoft SharePoint,Y,N
37-2021.00,Microsoft Word,Y,N
37-2021.00,Report writing software,N,N
37-2021.00,Supply inventory software,N,N
37-2021.00,Work scheduling software,N,N
37-2021.00,YouTube,N,N
37-3011.00,Facebook,Y,N
37-3011.00,IBM Notes,N,N
37-3011.00,Microsoft Excel,Y,N
37-3011.00,Microsoft Office software,Y,N
37-3011.00,Microsoft Windows,Y,N
37-3011.00,Microsoft Word,Y,N
37-3012.00,Customer database software,N,N
37-3012.00,Facebook,Y,N
37-3012.00,Geographic information system GIS systems,N,N
37-3012.00,Google Android,Y,N
37-3012.00,Materials inventory software,N,N
37-3012.00,Microsoft Excel,Y,N
37-3012.00,Microsoft Office software,Y,N
37-3012.00,Microsoft Outlook,Y,N
37-3012.00,Rate calculation software,N,N
37-3012.00,Unit conversion software,N,N
37-3013.00,Facebook,Y,N
37-3013.00,Microsoft Excel,Y,N
37-3013.00,Microsoft Outlook,Y,N
37-3013.00,Microsoft Word,Y,N
39-1013.00,Corel WordPerfect Office Suite,N,N
39-1013.00,Microsoft Access,Y,N
39-1013.00,Microsoft Excel,Y,Y
39-1013.00,Microsoft Office software,Y,Y
39-1013.00,Microsoft Outlook,Y,Y
39-1013.00,Microsoft PowerPoint,Y,N
39-1013.00,Microsoft Project,Y,N
39-1013.00,Microsoft Word,Y,Y
39-1013.00,Operating system software,N,N
39-1014.00,Inventory management systems,N,N
39-1014.00,Microsoft Excel,Y,Y
39-1014.00,Microsoft Office software,Y,N
39-1014.00,Microsoft Outlook,Y,N
39-1014.00,Microsoft PowerPoint,Y,N
39-1014.00,Microsoft Word,Y,N
39-1014.00,Point of sale POS software,N,N
39-1014.00,Timekeeping software,N,N
39-1014.00,Web browser software,N,N
39-1014.00,Work scheduling software,N,N
39-1022.00,Inventory management systems,N,N
39-1022.00,Microsoft Excel,Y,N
39-1022.00,Microsoft Office software,Y,N
39-1022.00,Microsoft Outlook,Y,N
39-1022.00,Microsoft PowerPoint,Y,N
39-1022.00,Microsoft Word,Y,N
39-1022.00,Point of sale POS software,N,N
39-1022.00,Timekeeping software,N,N
39-1022.00,Web browser software,N,N
39-1022.00,Work scheduling software,N,N
39-2011.00,Atlassian JIRA,Y,N
39-2011.00,Customer information control system CICS,N,N
39-2011.00,Database software,N,N
39-2011.00,Epic Systems,Y,N
39-2011.00,Facebook,Y,N
39-2011.00,Microsoft Excel,Y,N
39-2011.00,Microsoft Office software,Y,N
39-2011.00,Microsoft Outlook,Y,N
39-2011.00,Microsoft PowerPoint,Y,N
39-2011.00,Microsoft Project,Y,N
39-2011.00,Microsoft Windows,Y,N
39-2011.00,Microsoft Word,Y,N
39-2011.00,Oracle Database,Y,N
39-2011.00,Oracle PeopleSoft,Y,N
39-2011.00,SAP software,Y,N
39-2011.00,Tracks Software,N,N
39-2011.00,Work scheduling software,N,N
39-2021.00,CEEJS The Pet Groomer's Secretary,N,N
39-2021.00,DaySmart Software 123Pet,N,N
39-2021.00,DaySmart Software Appointment-Plus,N,N
39-2021.00,Envision Pet Grooming,N,N
39-2021.00,Groom Pro,N,N
39-2021.00,Groomsoft,N,N
39-2021.00,K9 Bytes K9 Koordinator,N,N
39-2021.00,Kennel Link,N,N
39-2021.00,Microsoft Access,Y,N
39-2021.00,Microsoft Excel,Y,N
39-2021.00,Microsoft Office software,Y,N
39-2021.00,Microsoft Outlook,Y,N
39-2021.00,Microsoft PowerPoint,Y,N
39-2021.00,Microsoft Word,Y,N
39-2021.00,Mobile Dog Grooming Software mGroomer,N,N
39-2021.00,Petschedule,N,N
39-2021.00,The Groomer's Write Hand,N,N
39-3011.00,Apache Hadoop,Y,N
39-3011.00,Apache Spark,Y,N
39-3011.00,Email software,N,N
39-3011.00,Microsoft Excel,Y,N
39-3011.00,Microsoft Office software,Y,N
39-3011.00,Slack,Y,N
39-3012.00,Credit card processing software,N,N
39-3012.00,Microsoft Excel,Y,N
39-3012.00,Microsoft Office software,Y,N
39-3012.00,Microsoft PowerPoint,Y,N
39-3012.00,Microsoft Windows,Y,N
39-3012.00,Microsoft Word,Y,N
39-3012.00,Web browser software,N,N
39-3021.00,Apple macOS,Y,N
39-3021.00,Audio calibration software,N,N
39-3021.00,Autodesk AutoCAD,Y,N
39-3021.00,Avid Technology iNEWS,N,N
39-3021.00,Enterprise resource planning ERP software,N,N
39-3021.00,Facebook,Y,N
39-3021.00,Microsoft Excel,Y,N
39-3021.00,Microsoft Office software,Y,N
39-3021.00,Microsoft Outlook,Y,N
39-3021.00,Microsoft PowerPoint,Y,N
39-3021.00,Microsoft Word,Y,N
39-3021.00,Web browser software,N,N
39-3031.00,Microsoft Excel,Y,N
39-3031.00,Microsoft Office software,Y,N
39-3031.00,Microsoft Outlook,Y,N
39-3031.00,Microsoft PowerPoint,Y,N
39-3031.00,Microsoft Windows Mobile,N,N
39-3031.00,Microsoft Word,Y,N
39-3031.00,Ticket Alternative Express Entry,N,N
39-3031.00,Ticket scanning software,N,N
39-3091.00,Adobe PageMaker,N,N
39-3091.00,Calendar and scheduling software,N,N
39-3091.00,Database software,N,N
39-3091.00,Facebook,Y,N
39-3091.00,Microsoft Excel,Y,N
39-3091.00,Microsoft Internet Explorer,N,N
39-3091.00,Microsoft Office software,Y,N
39-3091.00,Microsoft Outlook,Y,N
39-3091.00,Microsoft Windows,Y,N
39-3091.00,Microsoft Word,Y,N
39-3092.00,Database software,N,N
39-3092.00,Garment tracking software,N,N
39-3092.00,Microsoft Excel,Y,Y
39-3092.00,Microsoft Office software,Y,Y
39-3092.00,Microsoft Outlook,Y,N
39-3092.00,Microsoft Word,Y,N
39-3092.00,Web browser software,N,N
39-3093.00,Facebook,Y,N
39-3093.00,IBM Lotus 1-2-3,N,N
39-3093.00,IntelliTrack DMS Check In-Out,N,N
39-3093.00,Inventory tracking software,N,N
39-3093.00,Microsoft Excel,Y,N
39-3093.00,Microsoft Office software,Y,N
39-3093.00,Microsoft Word,Y,N
39-3093.00,SportSoft Equipment Manager,N,N
39-3093.00,Web browser software,N,N
39-4011.00,Belmar & Associates Mortware,N,N
39-4011.00,Corel WordPerfect Office Suite,N,N
39-4011.00,Custom Data Systems Sterling Management Software,N,N
39-4011.00,FPA Software MACCS,N,N
39-4011.00,HMIS Advantage,N,N
39-4011.00,Microsoft Excel,Y,N
39-4011.00,Microsoft Office software,Y,N
39-4011.00,Microsoft Word,Y,N
39-4011.00,Twin Tier Technologies MIMS,N,N
39-4011.00,Web browser software,N,N
39-4012.00,Belmar & Associates Mortware,N,N
39-4012.00,HMIS Advantage,N,N
39-4012.00,Microsoft Excel,Y,N
39-4012.00,Microsoft Office software,Y,N
39-4012.00,Microsoft Word,Y,N
39-4021.00,Bookkeeping software,N,N
39-4021.00,iCIMS Talent Cloud software,N,N
39-4021.00,Microsoft Excel,Y,N
39-4021.00,Microsoft Office software,Y,Y
39-4021.00,Microsoft Word,Y,N
39-4031.00,Belmar & Associates Mortware,N,N
39-4031.00,Corel WordPerfect Office Suite,N,N
39-4031.00,Custom Data Systems Sterling Management Software,N,N
39-4031.00,FPA Software MACCS,N,N
39-4031.00,FuneralKiosk,N,N
39-4031.00,HMIS Advantage,N,N
39-4031.00,iCIMS Talent Cloud software,N,N
39-4031.00,Microsoft Access,Y,Y
39-4031.00,Microsoft Excel,Y,Y
39-4031.00,Microsoft Office software,Y,Y
39-4031.00,Microsoft Outlook,Y,Y
39-4031.00,Microsoft PowerPoint,Y,Y
39-4031.00,Microsoft Word,Y,N
39-4031.00,Salesforce software,Y,N
39-4031.00,Twin Tier Technologies MIMS,N,N
39-4031.00,Web browser software,N,N
39-5011.00,Appointment scheduling software,N,N
39-5011.00,Customer information databases,N,N
39-5011.00,Facebook,Y,N
39-5011.00,Linux,Y,N
39-5011.00,Microsoft Excel,Y,N
39-5011.00,Microsoft Office software,Y,N
39-5011.00,Microsoft PowerPoint,Y,N
39-5011.00,Microsoft Windows,Y,N
39-5011.00,Microsoft Word,Y,N
39-5011.00,Point of sale POS payment software,N,N
39-5011.00,YouTube,N,N
39-5012.00,Apple iOS,Y,N
39-5012.00,Appointment scheduling software,N,N
39-5012.00,Customer information databases,N,N
39-5012.00,Facebook,Y,N
39-5012.00,Intuit QuickBooks,Y,N
39-5012.00,Microsoft Excel,Y,N
39-5012.00,Microsoft Office software,Y,N
39-5012.00,Microsoft Word,Y,N
39-5012.00,Sale processing software,N,N
39-5012.00,YouTube,N,N
39-5091.00,Adobe Photoshop,Y,N
39-5091.00,Appointment scheduling software,N,N
39-5091.00,Autodesk Maya,N,N
39-5091.00,Autodesk Mudbox,N,N
39-5091.00,Blogging software,N,N
39-5091.00,Bookitlive,N,N
39-5091.00,Clear Books,N,N
39-5091.00,Client databases,N,N
39-5091.00,Customer relationship management CRM software,N,N
39-5091.00,DatInf DigiMakeup,N,N
39-5091.00,Email software,N,N
39-5091.00,Facebook,Y,N
39-5091.00,Instagram,N,N
39-5091.00,Intuit QuickBooks,Y,N
39-5091.00,Microsoft Excel,Y,N
39-5091.00,Microsoft Office software,Y,N
39-5091.00,Microsoft Outlook,Y,N
39-5091.00,Pixologic Zbrush,N,N
39-5091.00,SavingFace,N,N
39-5091.00,Twitter,N,N
39-5091.00,Web browser software,N,N
39-5092.00,Aknaf ADVANTAGE Salon Software and Spa Software,N,N
39-5092.00,Appointment Search,N,N
39-5092.00,AppointmentQuest Online Appointment Scheduler,N,N
39-5092.00,Customer information databases,N,N
39-5092.00,DaySmart Software Appointment-Plus,N,N
39-5092.00,DaySmart Software Salon Iris,N,N
39-5092.00,Facebook,Y,N
39-5092.00,Microsoft Excel,Y,N
39-5092.00,Microsoft Office software,Y,N
39-5093.00,Appointment scheduling software,N,N
39-5093.00,Email software,N,N
39-5093.00,Facebook,Y,N
39-5093.00,Inventory tracking software,N,N
39-5093.00,Web browser software,N,N
39-5094.00,Microsoft Excel,Y,N
39-5094.00,Microsoft Office software,Y,N
39-5094.00,Microsoft PowerPoint,Y,N
39-5094.00,Microsoft Word,Y,N
39-5094.00,Spa management software,N,N
39-5094.00,Web browser software,N,N
39-6011.00,Corel WordPerfect Office Suite,N,N
39-6011.00,Microsoft Excel,Y,N
39-6011.00,Microsoft Office software,Y,N
39-6011.00,Microsoft Outlook,Y,N
39-6011.00,Microsoft Word,Y,N
39-6012.00,Billing software,N,N
39-6012.00,Budgeting software,N,N
39-6012.00,Delphi Technology,N,N
39-6012.00,Mapping software,N,N
39-6012.00,Microsoft Excel,Y,Y
39-6012.00,Microsoft Office software,Y,Y
39-6012.00,Microsoft Outlook,Y,Y
39-6012.00,Microsoft PowerPoint,Y,N
39-6012.00,Microsoft Publisher,N,N
39-6012.00,Microsoft Word,Y,N
39-6012.00,Web browser software,N,N
39-6012.00,Work scheduling software,N,N
39-6012.00,Yardi software,Y,N
39-7011.00,Adobe Photoshop,Y,N
39-7011.00,Apple Safari,Y,N
39-7011.00,Centaur Systems Centaur Travel Business Management System TBMS,N,N
39-7011.00,Email software,N,N
39-7011.00,Facebook,Y,N
39-7011.00,Global positioning system GPS software,N,N
39-7011.00,IBS Software Services Tour Partner,N,N
39-7011.00,Microsoft Access,Y,N
39-7011.00,Microsoft Excel,Y,N
39-7011.00,Microsoft Internet Explorer,N,N
39-7011.00,Microsoft Office software,Y,N
39-7011.00,Microsoft Outlook,Y,N
39-7011.00,Microsoft PowerPoint,Y,N
39-7011.00,Microsoft Word,Y,N
39-7011.00,Padlet,N,N
39-7011.00,Pear Deck,N,N
39-7011.00,RBS GoTour Online,N,N
39-7011.00,SmugMug Flickr,N,N
39-7011.00,Softrip Travel Software System,N,N
39-7011.00,TourTech Systems TourTools,N,N
39-7011.00,Word processing software,N,N
39-7011.00,Zoom,Y,N
39-7012.00,Customer information databases,N,N
39-7012.00,Data visualization software,N,N
39-7012.00,Facebook,Y,N
39-7012.00,Financial accounting software,N,N
39-7012.00,Global positioning system GPS software,N,N
39-7012.00,Microsoft Access,Y,N
39-7012.00,Microsoft Excel,Y,Y
39-7012.00,Microsoft Office software,Y,Y
39-7012.00,Microsoft Outlook,Y,N
39-7012.00,Microsoft PowerPoint,Y,N
39-7012.00,Microsoft Word,Y,N
39-7012.00,Structured query language SQL,Y,N
39-7012.00,Tableau,Y,N
39-7012.00,Travel Agent CMS,N,N
39-7012.00,Web browser software,N,N
39-7012.00,Word processing software,N,N
39-9011.00,Educational software,N,N
39-9011.00,Google Classroom,N,N
39-9011.00,Microsoft Office software,Y,N
39-9011.00,Microsoft Word,Y,N
39-9011.00,Nearpod,N,N
39-9011.00,Scheduling software,N,N
39-9011.00,Schoology,N,N
39-9011.00,Seesaw,N,N
39-9011.00,Tadpoles,N,N
39-9011.00,Web browser software,N,N
39-9011.01,Educational software,N,N
39-9011.01,Microsoft Excel,Y,N
39-9011.01,Microsoft Word,Y,N
39-9011.01,Scheduling software,N,N
39-9011.01,Web browser software,N,N
39-9031.00,Appointment scheduling software,N,N
39-9031.00,BioEx Systems Exercise Expert,N,N
39-9031.00,BioEx Systems Fitness Maker,N,N
39-9031.00,BioEx Systems Nutrition Maker Plus,N,N
39-9031.00,Blink,N,N
39-9031.00,DaySmart Software Appointment-Plus,N,N
39-9031.00,DietMaster Systems DietMaster,N,N
39-9031.00,Email software,N,N
39-9031.00,EZFacility Trainer Management System,N,N
39-9031.00,ICTraining,N,N
39-9031.00,Intuit QuickBooks,Y,N
39-9031.00,Microsoft Excel,Y,N
39-9031.00,Microsoft Office software,Y,N
39-9031.00,Microsoft Outlook,Y,N
39-9031.00,Microsoft PowerPoint,Y,N
39-9031.00,Microsoft Word,Y,N
39-9031.00,MYOB BusinessEssentials,N,N
39-9031.00,Online River Software Personal Trainer Pro,N,N
39-9031.00,Sage 50 Accounting,N,N
39-9031.00,Sage Simply Accounting,N,N
39-9031.00,Visual Health Information The Trainer's Exercise Toolbox,N,N
39-9031.00,Web browser software,N,N
39-9032.00,Appletree,N,N
39-9032.00,Charting software,N,N
39-9032.00,Corel WordPerfect Office Suite,N,N
39-9032.00,Database software,N,N
39-9032.00,Desktop publishing software,N,N
39-9032.00,GroupMe,N,N
39-9032.00,Microsoft Excel,Y,N
39-9032.00,Microsoft Internet Explorer,N,N
39-9032.00,Microsoft Office software,Y,Y
39-9032.00,Microsoft Outlook,Y,N
39-9032.00,Microsoft PowerPoint,Y,N
39-9032.00,Microsoft Publisher,N,N
39-9032.00,Microsoft Windows,Y,N
39-9032.00,Microsoft Word,Y,N
39-9032.00,Recordkeeping software,N,N
39-9032.00,Scheduling software,N,N
39-9032.00,Word processing software,N,N
39-9032.00,YouTube,N,N
39-9041.00,Budgeting software,N,N
39-9041.00,Email software,N,N
39-9041.00,Google Docs,Y,N
39-9041.00,Microsoft Excel,Y,N
39-9041.00,Microsoft Office software,Y,Y
39-9041.00,Microsoft Outlook,Y,N
39-9041.00,Microsoft PowerPoint,Y,N
39-9041.00,Microsoft Word,Y,N
39-9041.00,Survey software,N,N
